Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0.0,0,31,0.0,628.0,1.0,1.0,3.0,4,1,2,45,18.225,1
0.0,0,31,0.0,338.0,5.0,0.0,1.0,4,1,1,45,8.575,0
23.0,0,26,2.0,16075.0,232.0,0.0,79.0,2,1,1,25,733.815,0
4.0,0,29,2.0,6965.0,110.0,263.0,32.0,2,2,1,25,1501.875,0
0.0,0,31,0.0,3718.0,76.0,0.0,27.0,2,1,1,25,170.73,0
1.0,0,30,0.0,1665.0,38.0,30.0,19.0,3,1,2,30,188.12,0
4.0,0,31,0.0,2780.0,47.0,167.0,22.0,2,1,1,25,878.715,0
2.0,0,22,0.0,1315.0,30.0,185.0,10.0,2,2,1,25,893.025,0
2.0,0,21,0.0,1568.0,33.0,22.0,67.0,4,1,1,45,95.025,0
9.0,0,22,0.0,700.0,19.0,2.0,6.0,2,1,2,25,41.355,0
0.0,0,21,0.0,825.0,4.0,13.0,2.0,4,1,2,45,53.225,0
8.0,0,20,0.0,1225.0,26.0,11.0,12.0,2,1,1,25,105.795,0
0.0,0,20,0.0,3225.0,55.0,0.0,22.0,3,1,1,30,131.2,0
0.0,0,13,0.0,1695.0,20.0,20.0,13.0,2,1,1,25,167.175,0
14.0,0,12,0.0,6392.0,135.0,77.0,41.0,1,2,1,15,782.485,0
10.0,0,10,0.0,8932.0,165.0,65.0,39.0,4,1,1,45,389.925,0
6.0,0,11,2.0,2852.0,39.0,23.0,18.0,3,1,1,30,207.64,0
0.0,0,4,0.0,4390.0,34.0,207.0,9.0,3,1,1,30,1004.96,0
1.0,0,4,0.0,1487.0,13.0,0.0,6.0,2,1,1,25,67.5,1
10.0,0,43,1.0,4370.0,77.0,13.0,18.0,3,1,1,30,229.88,0
2.0,0,44,0.0,318.0,11.0,15.0,5.0,3,1,2,30,73.16,0
12.0,0,42,1.0,2453.0,66.0,367.0,25.0,3,1,1,30,1568.76,0
12.0,0,43,1.0,4198.0,72.0,9.0,36.0,1,1,1,15,284.35,0
5.0,0,43,1.0,2393.0,64.0,10.0,34.0,2,1,1,25,155.565,0
13.0,0,43,2.0,3775.0,88.0,40.0,29.0,3,1,1,30,314.52,0
6.0,0,43,1.0,2360.0,45.0,293.0,19.0,4,1,1,45,792.625,0
15.0,0,42,3.0,9115.0,127.0,152.0,44.0,3,1,1,30,977.68,0
9.0,0,43,1.0,13773.0,175.0,8.0,45.0,3,1,1,30,589.92,0
9.0,0,43,2.0,4515.0,89.0,10.0,26.0,3,1,1,30,224.16,0
8.0,0,43,1.0,5918.0,101.0,15.0,13.0,3,1,1,30,300.76,0
11.0,1,43,0.0,2238.0,60.0,16.0,18.0,3,1,2,30,155.92,0
27.0,0,43,4.0,15140.0,231.0,62.0,33.0,3,1,1,30,862.84,0
6.0,0,43,2.0,3095.0,33.0,491.0,9.0,4,1,1,45,1305.7,0
11.0,0,42,1.0,15485.0,188.0,158.0,31.0,2,1,1,25,1416.285,0
5.0,0,42,2.0,6500.0,92.0,194.0,27.0,3,1,1,30,1039.68,0
2.0,0,42,0.0,875.0,20.0,8.0,12.0,2,1,2,25,76.275,0
4.0,0,43,0.0,710.0,20.0,21.0,9.0,3,1,2,30,113.2,0
0.0,0,42,0.0,0.0,0.0,8.0,0.0,2,1,2,25,36.0,1
5.0,0,42,1.0,7508.0,133.0,392.0,44.0,3,1,1,30,1873.64,0
9.0,0,42,2.0,11465.0,160.0,19.0,48.0,4,1,1,45,338.125,0
10.0,0,42,2.0,6718.0,81.0,116.0,38.0,2,1,1,25,827.955,0
25.0,1,38,0.0,955.0,53.0,24.0,18.0,3,1,2,30,136.32,1
23.0,0,41,9.0,10435.0,99.0,9.0,43.0,5,2,1,55,171.51,0
15.0,0,41,2.0,5818.0,104.0,34.0,25.0,3,1,1,30,372.88,0
3.0,0,39,1.0,2840.0,28.0,8.0,15.0,3,1,1,30,146.72,0
11.0,0,40,0.0,2990.0,47.0,17.0,17.0,3,1,2,30,189.48,1
11.0,1,41,0.0,2268.0,50.0,42.0,32.0,4,1,2,45,162.95,1
2.0,0,41,0.0,133.0,8.0,8.0,3.0,3,1,2,30,37.64,1
3.0,0,41,1.0,1668.0,31.0,8.0,7.0,4,1,1,45,62.475,0
5.0,0,38,2.0,6785.0,103.0,22.0,23.0,5,1,1,55,136.32,0
2.0,0,41,0.0,628.0,13.0,17.0,5.0,4,1,2,45,58.525,1
2.0,0,41,2.0,338.0,10.0,12.0,3.0,5,1,1,55,23.22,0
27.0,0,36,4.0,16075.0,244.0,8.0,81.0,2,1,1,25,770.355,0
8.0,0,39,4.0,6965.0,122.0,279.0,34.0,3,2,1,30,1399.48,0
4.0,0,41,1.0,3718.0,88.0,10.0,29.0,3,1,1,30,192.24,0
5.0,0,40,0.0,1665.0,50.0,46.0,21.0,4,1,2,45,157.875,0
8.0,0,41,1.0,2780.0,59.0,183.0,24.0,2,1,1,25,951.255,0
6.0,1,32,2.0,1315.0,42.0,201.0,12.0,3,2,1,30,858.28,1
6.0,0,31,1.0,1568.0,45.0,38.0,69.0,5,1,1,55,81.195,0
13.0,0,32,0.0,700.0,31.0,18.0,8.0,3,1,2,30,101.24,0
2.0,0,31,0.0,825.0,16.0,29.0,4.0,4,1,2,45,93.525,0
12.0,0,30,1.0,1225.0,38.0,27.0,14.0,2,1,1,25,178.335,0
4.0,0,30,1.0,3225.0,67.0,16.0,24.0,3,1,1,30,195.68,0
4.0,0,23,1.0,1695.0,32.0,36.0,15.0,3,1,1,30,213.08,0
18.0,0,22,2.0,6392.0,147.0,93.0,43.0,2,2,1,25,712.755,0
14.0,0,20,1.0,8932.0,177.0,81.0,41.0,5,1,1,55,258.135,0
10.0,0,21,4.0,2852.0,51.0,39.0,20.0,3,1,1,30,272.12,0
4.0,0,14,2.0,4390.0,46.0,223.0,11.0,3,1,1,30,1069.44,0
5.0,1,14,2.0,1487.0,25.0,8.0,8.0,3,1,1,30,92.48,1
14.0,0,39,1.0,5080.0,82.0,30.0,17.0,3,1,1,30,326.48,0
6.0,0,40,0.0,1028.0,16.0,15.0,4.0,3,1,2,30,101.76,0
16.0,0,38,1.0,3163.0,71.0,367.0,24.0,3,1,1,30,1597.36,0
16.0,0,39,1.0,4908.0,77.0,9.0,35.0,1,1,1,15,323.675,0
9.0,0,39,1.0,3103.0,69.0,10.0,33.0,2,1,1,25,187.74,0
17.0,0,39,2.0,4485.0,93.0,40.0,28.0,3,1,1,30,343.12,0
10.0,0,39,1.0,3070.0,50.0,293.0,18.0,3,1,1,30,1296.8,0
19.0,0,38,3.0,9825.0,132.0,152.0,43.0,3,1,1,30,1006.28,0
13.0,0,39,1.0,14483.0,180.0,8.0,44.0,3,1,1,30,618.52,0
13.0,0,39,2.0,5225.0,94.0,10.0,25.0,3,1,1,30,252.76,0
12.0,0,39,1.0,6628.0,106.0,15.0,12.0,3,1,1,30,329.36,0
15.0,0,39,0.0,2948.0,65.0,16.0,17.0,3,1,2,30,184.52,0
31.0,1,39,4.0,15850.0,236.0,62.0,32.0,3,1,1,30,891.44,0
10.0,0,39,2.0,3805.0,38.0,491.0,8.0,3,1,1,30,2117.72,0
15.0,0,38,1.0,16195.0,193.0,158.0,30.0,2,1,1,25,1448.46,0
9.0,0,38,2.0,7210.0,97.0,194.0,26.0,3,1,1,30,1068.28,0
6.0,0,38,0.0,1585.0,25.0,8.0,11.0,2,1,2,25,108.45,0
8.0,0,39,0.0,1420.0,25.0,21.0,8.0,3,1,2,30,141.8,0
6.0,0,38,0.0,710.0,11.0,8.0,2.0,2,1,2,25,68.445,1
9.0,0,38,1.0,8218.0,138.0,392.0,43.0,3,1,1,30,1902.24,0
13.0,0,38,2.0,12175.0,165.0,19.0,47.0,4,1,1,45,356.0,0
14.0,0,38,2.0,7428.0,86.0,116.0,37.0,2,1,1,25,860.13,0
29.0,1,34,0.0,1665.0,58.0,24.0,17.0,3,1,2,30,164.92,1
27.0,0,37,9.0,11145.0,104.0,9.0,42.0,5,2,1,55,182.235,0
19.0,0,37,2.0,6528.0,109.0,34.0,24.0,2,1,1,25,451.665,0
7.0,0,35,1.0,3550.0,33.0,8.0,14.0,3,1,1,30,175.32,0
15.0,1,36,0.0,3700.0,52.0,17.0,16.0,3,1,2,30,218.08,1
15.0,1,37,0.0,2978.0,55.0,42.0,31.0,3,1,2,30,289.32,1
6.0,0,37,0.0,843.0,13.0,8.0,2.0,3,1,2,30,66.24,1
7.0,0,37,1.0,2378.0,36.0,8.0,6.0,4,1,1,45,80.35,0
9.0,0,34,2.0,7495.0,108.0,22.0,22.0,5,1,1,55,147.045,0
6.0,1,37,0.0,1338.0,18.0,17.0,4.0,4,1,2,45,76.4,1
6.0,0,37,2.0,1048.0,15.0,12.0,2.0,5,1,1,55,33.945,0
31.0,1,32,4.0,16785.0,249.0,8.0,80.0,2,1,1,25,802.53,0
12.0,1,35,4.0,7675.0,127.0,279.0,33.0,3,2,1,30,1428.08,0
8.0,0,37,1.0,4428.0,93.0,10.0,28.0,3,1,1,30,220.84,0
9.0,0,36,0.0,2375.0,55.0,46.0,20.0,3,1,2,30,281.2,0
12.0,0,37,1.0,3490.0,64.0,183.0,23.0,2,1,1,25,983.43,0
10.0,0,28,2.0,2025.0,47.0,201.0,11.0,3,2,1,30,886.88,0
10.0,0,27,1.0,2278.0,50.0,38.0,68.0,4,1,1,45,153.2,0
17.0,0,28,0.0,1410.0,36.0,18.0,7.0,3,1,2,30,129.84,0
6.0,0,27,0.0,1535.0,21.0,29.0,3.0,4,1,2,45,111.4,0
16.0,0,26,1.0,1935.0,43.0,27.0,13.0,2,1,1,25,210.51,0
8.0,0,26,1.0,3935.0,72.0,16.0,23.0,3,1,1,30,224.28,0
8.0,0,19,1.0,2405.0,37.0,36.0,14.0,2,1,1,25,271.89,0
22.0,0,18,2.0,7102.0,152.0,93.0,42.0,2,2,1,25,744.93,0
18.0,0,16,1.0,9642.0,182.0,81.0,40.0,5,1,1,55,268.86,0
14.0,0,17,4.0,3562.0,56.0,39.0,19.0,3,2,1,30,300.72,0
8.0,0,10,2.0,5100.0,51.0,223.0,10.0,3,1,1,30,1098.04,0
9.0,0,10,2.0,2197.0,30.0,8.0,7.0,3,1,1,30,121.08,1
2.0,0,37,0.0,3660.0,60.0,0.0,17.0,2,1,1,25,167.4,0
4.404938271604938,0,38,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,2,1,2,25,93.81918518518518,0
4.0,0,36,0.0,1743.0,49.0,334.0,24.0,2,1,1,25,1583.64,0
4.0,0,37,0.0,3488.0,55.0,0.0,35.0,1,1,1,15,194.865,0
0.0,0,37,0.0,1683.0,47.0,0.0,33.0,1,1,1,15,95.15,0
5.0,0,37,0.0,3065.0,71.0,7.0,28.0,3,1,1,30,153.44,0
0.0,0,37,0.0,1650.0,28.0,260.0,18.0,3,1,1,30,1107.12,0
7.0,0,36,1.0,8405.0,110.0,119.0,43.0,3,1,1,30,816.6,0
1.0,0,37,0.0,13063.0,158.0,0.0,44.0,3,1,1,30,528.84,0
1.0,0,37,0.0,3805.0,72.0,0.0,25.0,3,1,1,30,155.08,0
0.0,0,37,0.0,5208.0,84.0,0.0,12.0,2,1,1,25,238.14,0
3.0,0,37,0.0,1528.0,43.0,0.0,17.0,3,1,2,30,62.84,0
19.0,0,37,2.0,14430.0,214.0,29.0,32.0,3,1,1,30,701.76,0
0.0,0,37,0.0,2385.0,16.0,458.0,8.0,3,1,1,30,1928.04,0
3.0,0,36,0.0,14775.0,171.0,125.0,30.0,2,1,1,25,1235.07,0
0.0,0,36,0.0,5790.0,75.0,161.0,26.0,3,1,1,30,878.6,0
0.0,0,36,0.0,165.0,3.0,0.0,11.0,2,1,2,25,7.56,0
4.404938271604938,0,37,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,2,1,2,25,93.81918518518518,0
5.062962962962963,0,36,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,2,1,2,25,73.71651851851851,1
0.0,0,36,0.0,6798.0,116.0,359.0,43.0,2,1,1,25,1926.63,0
1.0,0,36,0.0,10755.0,143.0,0.0,47.0,3,1,1,30,435.92,0
2.0,0,36,0.0,6008.0,64.0,83.0,37.0,2,1,1,25,646.74,0
17.0,0,32,0.0,245.0,36.0,0.0,17.0,2,1,2,25,12.645,1
15.0,0,35,7.0,9725.0,82.0,0.0,42.0,4,1,1,45,245.175,0
7.0,0,35,0.0,5108.0,87.0,1.0,24.0,2,1,1,25,238.275,1
0.0,0,33,0.0,2130.0,11.0,0.0,14.0,3,1,1,30,85.64,0
3.0,1,34,0.0,2280.0,30.0,0.0,16.0,2,1,2,25,103.95,1
3.0,0,35,0.0,1558.0,33.0,9.0,31.0,3,1,2,30,99.64,1
5.062962962962963,0,35,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,3,1,2,30,73.71651851851851,1
0.0,0,35,0.0,958.0,14.0,0.0,6.0,3,1,1,30,38.88,0
0.0,0,32,0.0,6075.0,86.0,0.0,22.0,4,1,1,45,154.025,0
5.062962962962963,0,35,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,4,1,2,45,73.71651851851851,1
9.033766233766233,0,35,2.207792207792208,5910.688311688312,85.52207792207793,27.4987012987013,34.774025974025975,5,1,1,55,181.49785714285716,0
19.0,0,30,2.0,15365.0,227.0,0.0,80.0,2,1,1,25,701.64,0
0.0,0,33,2.0,6255.0,105.0,246.0,33.0,2,2,1,25,1393.2,0
0.0,0,35,0.0,3008.0,71.0,0.0,28.0,2,1,1,25,138.555,0
0.0,0,34,0.0,955.0,33.0,13.0,20.0,3,1,2,30,91.52,0
0.0,0,35,0.0,2070.0,42.0,150.0,23.0,2,1,1,25,770.04,0
0.0,0,26,0.0,605.0,25.0,168.0,11.0,2,2,1,25,784.35,0
0.0,0,25,0.0,858.0,28.0,5.0,68.0,4,1,1,45,34.65,0
4.404938271604938,0,26,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,2,1,2,25,93.81918518518518,0
4.404938271604938,0,25,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,4,1,2,45,93.81918518518518,0
4.0,0,24,0.0,515.0,21.0,0.0,13.0,2,1,1,25,24.12,0
0.0,0,24,0.0,2515.0,50.0,0.0,23.0,3,1,1,30,102.6,0
0.0,0,17,0.0,985.0,15.0,3.0,14.0,2,1,1,25,58.5,0
10.0,0,16,0.0,5682.0,130.0,60.0,42.0,1,2,1,15,649.66,0
6.0,0,14,0.0,8222.0,160.0,48.0,40.0,4,1,1,45,329.55,0
2.0,0,15,2.0,2142.0,34.0,6.0,19.0,3,1,1,30,111.04,0
0.0,0,8,0.0,3680.0,29.0,190.0,10.0,3,1,1,30,908.36,0
0.0,0,8,0.0,777.0,8.0,0.0,7.0,3,1,1,30,31.4,1
8.0,0,38,0.0,4370.0,71.0,5.0,17.0,3,1,1,30,197.64,0
0.0,0,39,0.0,318.0,5.0,7.0,4.0,2,1,2,25,46.035,0
10.0,0,37,0.0,2453.0,60.0,359.0,24.0,3,1,1,30,1536.52,0
10.0,0,38,0.0,4198.0,66.0,1.0,35.0,1,1,1,15,240.02,0
3.0,0,38,0.0,2393.0,58.0,2.0,33.0,1,1,1,15,145.805,0
11.0,0,38,1.0,3775.0,82.0,32.0,28.0,3,1,1,30,282.28,0
4.0,0,38,0.0,2360.0,39.0,285.0,18.0,3,1,1,30,1235.96,0
13.0,0,37,2.0,9115.0,121.0,144.0,43.0,3,1,1,30,945.44,0
7.0,0,38,0.0,13773.0,169.0,0.0,44.0,3,1,1,30,557.68,0
7.0,0,38,1.0,4515.0,83.0,2.0,25.0,3,1,1,30,191.92,0
6.0,0,38,0.0,5918.0,95.0,7.0,12.0,3,1,1,30,268.52,0
9.0,1,38,0.0,2238.0,54.0,8.0,17.0,3,1,2,30,123.68,0
25.0,0,38,3.0,15140.0,225.0,54.0,32.0,3,1,1,30,830.6,0
4.0,0,38,1.0,3095.0,27.0,483.0,8.0,3,1,1,30,2056.88,0
9.0,0,37,0.0,15485.0,182.0,150.0,30.0,2,1,1,25,1380.015,0
3.0,0,37,1.0,6500.0,86.0,186.0,26.0,3,1,1,30,1007.44,0
0.0,0,37,0.0,875.0,14.0,0.0,11.0,2,1,2,25,40.005,0
2.0,0,38,0.0,710.0,14.0,13.0,8.0,3,1,2,30,80.96,0
5.062962962962963,0,37,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,2,1,2,25,73.71651851851851,1
3.0,0,37,0.0,7508.0,127.0,384.0,43.0,2,1,1,25,2071.575,0
7.0,0,37,1.0,11465.0,154.0,11.0,47.0,4,1,1,45,317.975,0
8.0,0,37,1.0,6718.0,75.0,108.0,37.0,2,1,1,25,791.685,0
23.0,0,33,0.0,955.0,47.0,16.0,17.0,2,1,2,25,117.09,1
21.0,1,36,8.0,10435.0,93.0,1.0,42.0,5,1,1,55,159.42,0
13.0,0,36,1.0,5818.0,98.0,26.0,24.0,2,1,1,25,383.22,1
1.0,0,34,0.0,2840.0,22.0,0.0,14.0,3,1,1,30,114.48,0
9.0,1,35,0.0,2990.0,41.0,9.0,16.0,3,1,2,30,157.24,1
9.0,0,36,0.0,2268.0,44.0,34.0,31.0,3,1,2,30,228.48,1
0.0,0,36,0.0,133.0,2.0,0.0,2.0,3,1,2,30,5.4,1
1.0,0,36,0.0,1668.0,25.0,0.0,6.0,3,1,1,30,67.72,0
3.0,0,33,1.0,6785.0,97.0,14.0,22.0,5,1,1,55,124.23,0
0.0,0,36,0.0,628.0,7.0,9.0,4.0,4,1,2,45,38.375,1
0.0,0,36,1.0,338.0,4.0,4.0,2.0,5,1,1,55,11.13,0
25.0,0,31,3.0,16075.0,238.0,0.0,80.0,2,1,1,25,734.085,0
6.0,0,34,3.0,6965.0,116.0,271.0,33.0,2,2,1,25,1538.145,0
2.0,0,36,0.0,3718.0,82.0,2.0,28.0,2,1,1,25,180.0,0
3.0,0,35,0.0,1665.0,44.0,38.0,20.0,3,1,2,30,220.36,0
6.0,0,36,0.0,2780.0,53.0,175.0,23.0,2,1,1,25,914.985,0
4.0,1,27,1.0,1315.0,36.0,193.0,11.0,2,2,1,25,929.295,1
4.0,0,26,0.0,1568.0,39.0,30.0,68.0,4,1,1,45,115.175,0
11.0,0,27,0.0,700.0,25.0,10.0,7.0,2,1,2,25,77.625,0
0.0,0,26,0.0,825.0,10.0,21.0,3.0,4,1,2,45,73.375,0
10.0,0,25,0.0,1225.0,32.0,19.0,13.0,2,1,1,25,142.065,0
2.0,0,25,0.0,3225.0,61.0,8.0,23.0,3,1,1,30,163.44,0
2.0,0,18,0.0,1695.0,26.0,28.0,14.0,2,1,1,25,203.445,0
16.0,0,17,1.0,6392.0,141.0,85.0,42.0,2,2,1,25,676.485,0
12.0,0,15,0.0,8932.0,171.0,73.0,40.0,4,1,1,45,410.075,0
8.0,0,16,3.0,2852.0,45.0,31.0,19.0,3,1,1,30,239.88,0
2.0,0,9,1.0,4390.0,40.0,215.0,10.0,3,1,1,30,1037.2,0
3.0,0,9,1.0,1487.0,19.0,0.0,7.0,3,1,1,30,60.24,1
8.0,0,38,0.0,4370.0,71.0,5.0,17.0,3,1,1,30,197.64,0
0.0,0,39,0.0,318.0,5.0,7.0,4.0,2,1,2,25,46.035,0
10.0,0,37,0.0,2453.0,60.0,359.0,24.0,3,1,1,30,1536.52,0
10.0,0,38,0.0,4198.0,66.0,1.0,35.0,1,1,1,15,240.02,0
3.0,0,38,0.0,2393.0,58.0,2.0,33.0,1,1,1,15,145.805,0
11.0,0,38,1.0,3775.0,82.0,32.0,28.0,3,1,1,30,282.28,0
4.0,0,38,0.0,2360.0,39.0,285.0,18.0,3,1,1,30,1235.96,0
13.0,0,37,2.0,9115.0,121.0,144.0,43.0,3,1,1,30,945.44,0
7.0,0,38,0.0,13773.0,169.0,0.0,44.0,3,1,1,30,557.68,0
7.0,0,38,1.0,4515.0,83.0,2.0,25.0,3,1,1,30,191.92,0
6.0,0,38,0.0,5918.0,95.0,7.0,12.0,3,1,1,30,268.52,0
9.0,1,38,0.0,2238.0,54.0,8.0,17.0,3,1,2,30,123.68,0
25.0,0,38,3.0,15140.0,225.0,54.0,32.0,3,1,1,30,830.6,0
4.0,0,38,1.0,3095.0,27.0,483.0,8.0,3,1,1,30,2056.88,0
9.0,0,37,0.0,15485.0,182.0,150.0,30.0,2,1,1,25,1380.015,0
3.0,0,37,1.0,6500.0,86.0,186.0,26.0,3,1,1,30,1007.44,0
0.0,0,37,0.0,875.0,14.0,0.0,11.0,2,1,2,25,40.005,0
2.0,0,38,0.0,710.0,14.0,13.0,8.0,3,1,2,30,80.96,0
5.062962962962963,0,37,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,2,1,2,25,73.71651851851851,1
3.0,0,37,0.0,7508.0,127.0,384.0,43.0,2,1,1,25,2071.575,0
7.0,0,37,1.0,11465.0,154.0,11.0,47.0,4,1,1,45,317.975,0
8.0,0,37,1.0,6718.0,75.0,108.0,37.0,2,1,1,25,791.685,0
23.0,1,33,0.0,955.0,47.0,16.0,17.0,2,1,2,25,117.09,1
21.0,0,36,8.0,10435.0,93.0,1.0,42.0,5,1,1,55,159.42,0
13.0,1,36,1.0,5818.0,98.0,26.0,24.0,2,1,1,25,383.22,1
1.0,0,34,0.0,2840.0,22.0,0.0,14.0,3,1,1,30,114.48,0
9.0,0,35,0.0,2990.0,41.0,9.0,16.0,3,1,2,30,157.24,1
9.0,0,36,0.0,2268.0,44.0,34.0,31.0,3,1,2,30,228.48,1
0.0,0,36,0.0,133.0,2.0,0.0,2.0,3,1,2,30,5.4,1
1.0,0,36,0.0,1668.0,25.0,0.0,6.0,3,1,1,30,67.72,0
3.0,0,33,1.0,6785.0,97.0,14.0,22.0,5,1,1,55,124.23,0
0.0,0,36,0.0,628.0,7.0,9.0,4.0,4,1,2,45,38.375,1
0.0,0,36,1.0,338.0,4.0,4.0,2.0,5,1,1,55,11.13,0
25.0,1,31,3.0,16075.0,238.0,0.0,80.0,2,1,1,25,734.085,0
6.0,0,34,3.0,6965.0,116.0,271.0,33.0,2,2,1,25,1538.145,0
2.0,0,36,0.0,3718.0,82.0,2.0,28.0,2,1,1,25,180.0,0
3.0,0,35,0.0,1665.0,44.0,38.0,20.0,3,1,2,30,220.36,0
6.0,0,36,0.0,2780.0,53.0,175.0,23.0,2,1,1,25,914.985,0
4.0,0,27,1.0,1315.0,36.0,193.0,11.0,2,2,1,25,929.295,0
4.0,0,26,0.0,1568.0,39.0,30.0,68.0,4,1,1,45,115.175,0
11.0,0,27,0.0,700.0,25.0,10.0,7.0,2,1,2,25,77.625,0
0.0,0,26,0.0,825.0,10.0,21.0,3.0,4,1,2,45,73.375,0
10.0,0,25,0.0,1225.0,32.0,19.0,13.0,2,1,1,25,142.065,0
2.0,0,25,0.0,3225.0,61.0,8.0,23.0,3,1,1,30,163.44,0
2.0,0,18,0.0,1695.0,26.0,28.0,14.0,2,1,1,25,203.445,0
16.0,0,17,1.0,6392.0,141.0,85.0,42.0,2,2,1,25,676.485,0
12.0,0,15,0.0,8932.0,171.0,73.0,40.0,4,1,1,45,410.075,0
8.0,0,16,3.0,2852.0,45.0,31.0,19.0,3,1,1,30,239.88,0
2.0,0,9,1.0,4390.0,40.0,215.0,10.0,3,1,1,30,1037.2,0
3.0,1,9,1.0,1487.0,19.0,0.0,7.0,3,1,1,30,60.24,1
3.0,0,36,0.0,4065.0,65.0,0.0,15.0,2,1,1,25,185.85,0
4.404938271604938,0,37,0.0,949.5432098765432,21.720987654320986,15.387654320987654,9.45679012345679,2,1,2,25,93.81918518518518,0
5.0,0,35,0.0,2148.0,54.0,352.0,22.0,2,1,1,25,1683.09,0
5.0,0,36,0.0,3893.0,60.0,0.0,33.0,1,1,1,15,217.415,0
0.0,0,36,0.0,2088.0,52.0,0.0,31.0,1,1,1,15,117.7,0
6.0,0,36,0.0,3470.0,76.0,25.0,26.0,2,1,1,25,272.07,0
0.0,0,36,0.0,2055.0,33.0,278.0,16.0,3,1,1,30,1195.52,0
8.0,0,35,1.0,8810.0,115.0,137.0,41.0,3,1,1,30,905.0,0
2.0,0,36,0.0,13468.0,163.0,0.0,42.0,3,1,1,30,545.24,0
2.0,0,36,0.0,4210.0,77.0,0.0,23.0,3,1,1,30,171.48,0
1.0,0,36,0.0,5613.0,89.0,0.0,10.0,2,1,1,25,256.59,0
4.0,0,36,0.0,1933.0,48.0,1.0,15.0,3,1,2,30,83.24,0
20.0,0,36,2.0,14835.0,219.0,47.0,30.0,3,1,1,30,790.16,0
0.0,0,36,0.0,2790.0,21.0,476.0,6.0,3,1,1,30,2016.44,0
4.0,0,35,0.0,15180.0,176.0,143.0,28.0,2,1,1,25,1334.52,0
0.0,0,35,0.0,6195.0,80.0,179.0,24.0,3,1,1,30,967.0,0
0.0,0,35,0.0,570.0,8.0,0.0,9.0,2,1,2,25,26.01,0
0.0,0,36,0.0,405.0,8.0,6.0,6.0,2,1,2,25,45.585,0
5.062962962962963,0,35,0.11851851851851852,929.9296296296296,17.433333333333334,10.148148148148149,8.514814814814814,2,1,2,25,73.71651851851851,1
0.0,0,35,0.0,7203.0,121.0,377.0,41.0,2,1,1,25,2026.08,0
2.0,0,35,0.0,11160.0,148.0,4.0,45.0,3,1,1,30,468.32,0
3.0,0,35,0.0,6413.0,69.0,101.0,35.0,2,1,1,25,746.19,0
18.0,0,31,0.0,650.0,41.0,9.0,15.0,2,1,2,25,71.595,1
16.0,0,34,7.0,10130.0,87.0,0.0,40.0,4,1,1,45,255.425,0
8.0,1,34,0.0,5513.0,92.0,19.0,22.0,2,1,1,25,337.725,1
0.0,0,32,0.0,2535.0,16.0,0.0,12.0,3,1,1,30,102.04,0
4.0,0,33,0.0,2685.0,35.0,2.0,14.0,2,1,2,25,131.4,1
4.0,0,34,0.0,1963.0,38.0,27.0,29.0,3,1,2,30,188.04,1
10.485849056603774,1,34,0.28773584905660377,2003.882075471698,39.04245283018868,18.57075471698113,16.75943396226415,3,1,2,30,150.33740566037736,1
0.0,0,34,0.0,1363.0,19.0,0.0,4.0,3,1,1,30,55.28,0
0.0,0,31,0.0,6480.0,91.0,7.0,20.0,4,1,1,45,181.775,0
0.0,0,34,0.0,323.0,1.0,2.0,2.0,4,1,2,45,13.1,1
9.033766233766233,0,34,2.207792207792208,5910.688311688312,85.52207792207793,27.4987012987013,34.774025974025975,5,1,1,55,181.49785714285716,0
20.0,0,29,2.0,15770.0,232.0,0.0,78.0,2,1,1,25,720.09,0
1.0,0,32,2.0,6660.0,110.0,264.0,31.0,2,2,1,25,1492.65,0
0.0,0,34,0.0,3413.0,76.0,0.0,26.0,2,1,1,25,157.005,0
0.0,0,33,0.0,1360.0,38.0,31.0,18.0,3,1,2,30,179.92,0
1.0,0,34,0.0,2475.0,47.0,168.0,21.0,2,1,1,25,869.49,0
0.0,1,25,0.0,1010.0,30.0,186.0,9.0,2,2,1,25,883.8,1
0.0,0,24,0.0,1263.0,33.0,23.0,66.0,4,1,1,45,89.9,0
6.0,0,25,0.0,395.0,19.0,3.0,5.0,2,1,2,25,32.13,0
0.0,0,24,0.0,520.0,4.0,14.0,1.0,4,1,2,45,48.1,0
5.0,0,23,0.0,920.0,26.0,12.0,11.0,2,1,1,25,96.57,0
0.0,0,23,0.0,2920.0,55.0,1.0,21.0,3,1,1,30,123.0,0
0.0,0,16,0.0,1390.0,20.0,21.0,12.0,2,1,1,25,157.95,0
11.0,0,15,0.0,6088.0,135.0,78.0,40.0,1,2,1,15,771.265,0
